,Selfies
5988,C =C C =C C =C C Branch1 C O =C Ring1 #Branch1 C =Branch1 C =O C =C Branch1 C O C@@ Branch1 C O C =Branch1 C =O C Branch1 =Branch1 C Branch1 C N =O =C Branch1 C O C@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring1 #C C@H1 Branch1 C O C@H1 Ring2 Ring1 #C Ring2 Ring1 Branch1
726,C =C
4340,C C C =Branch1 C =O O C C =Branch1 C =O C Branch1 Branch2 O C =Branch1 C =O C C C Branch1 C C C C C C Branch1 C Cl C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 =N C Branch1 C O C C Ring2 Ring1 C Ring2 Ring1 O C
5232,C C O C =Branch1 C =O N C =C C =C Branch1 =C N C C =C C =C Branch1 C F C =C Ring1 #Branch1 N =C Ring1 #C N
4915,C O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O C =C Branch1 C O C =C Branch1 N C Branch1 C O =C Ring1 Branch2 C Ring1 =N =O C C@@ Branch1 C O Branch1 #Branch1 C Branch1 C O C O C C@@H1 Ring1 S O
4658,O C C N C C N Branch2 Ring1 N C C C =C C =C C =C C =C Ring1 =Branch1 C O C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Ring1 S C C Ring2 Ring1 =Branch2
1113,C =C C C Branch1 #Branch1 C C Branch1 C C O C =Branch1 C =O N C =Branch1 C =O N C Ring1 N =O
759,Cl C =C C =C Branch1 C Cl C Branch1 =Branch2 N =C N C C N Ring1 Branch1 =C Ring1 =N
3572,C C@H1 C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C Ring1 N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 C Branch1 C C C Ring2 Ring1 =Branch1 Branch1 C O C =Branch1 C =O C Cl
7715,O C =C C =C C =C Ring1 =Branch1 O C@@H1 C@@H1 Branch1 C O C C C@ Branch1 C O C@@H1 Branch1 Ring2 C Ring1 =N N Branch1 Branch2 C C C C C Ring1 Ring2 C C C@@ Ring2 Ring1 Branch1 Ring2 Ring1 C Ring1 =N
360,C C S@@ Branch1 C O C =Branch1 C =O O C C =C Ring1 Branch2 C =C N Branch1 Branch1 C Ring1 =Branch1 =O C C =C C =C C =C C =C Ring1 =Branch1 N =C Ring1 #Branch2 Ring1 #C
3673,N C C@@H1 C N Branch2 Ring2 Branch2 C =N C =C Branch1 =Branch1 C =C Ring1 =Branch1 F C =Branch1 C =O C Branch1 =Branch1 C =Branch1 C =O O =C N Ring1 =N C =C C =C Branch1 C F C =C Ring1 #Branch1 F C C@@H1 Ring2 Ring1 =N Ring2 Ring1 N
6382,C N C C C C C@@H1 Ring1 =Branch1 C C N C =C C =C C =C Ring1 =Branch1 S C =C C =C Branch1 =Branch1 S@@+1 Branch1 C C O-1 C =C Ring1 =Branch2 Ring1 P
2968,C C C =Branch1 C =O O C@@H1 C@H1 Branch2 =Branch1 #C O C@H1 C Branch1 C C C@H1 Branch2 Ring1 #Branch1 O C@@H1 C C Branch1 C C Branch1 Ring1 O C C@@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@H1 Branch1 C C C =Branch1 C =O O C@@H1 Branch1 Ring1 C C C Branch1 C C Branch1 C O C@@H1 Branch1 C O C@H1 Branch1 C C C =Branch1 C =O C@@H1 Branch1 C C C C Ring2 Ring2 Branch1 Branch1 C C O O C@@H1 Branch1 C C C C@@H1 Ring2 Ring2 #C N Branch1 C C C
2970,C C C =Branch1 C =O O C@H1 C C =Branch1 C =O O C@@H1 Branch1 C C C /C =C /C =C \C@@H1 Branch1 C O C@@H1 Branch1 C C C C@@H1 Branch1 Ring2 C C =O C@H1 Branch2 Branch1 Ring2 O C@@H1 O C@@H1 Branch1 C C C@@H1 Branch2 Ring1 N O C@H1 C C Branch1 C C Branch1 C O C@@H1 Branch1 Branch2 O C =Branch1 C =O C C C@H1 Branch1 C C O Ring1 =C C@@H1 Branch1 =Branch1 N Branch1 C C C C@@H1 Ring2 Ring1 =Branch2 O C@H1 Ring2 Branch1 C O C
7255,C N Branch1 C C C C O C@@ Branch1 C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1
6690,N C =Branch1 C =O C C =C N Branch2 Ring2 Branch2 C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C@H1 Branch1 =C N C =Branch1 C =O C C =C C =C S Ring1 Branch1 C@H1 Ring1 =C S C Ring2 Ring1 Branch1 C =C Ring2 Ring1 N
3032,C C C N Branch1 Ring2 C C C C C C =C C =C Branch1 C O C =C Ring1 #Branch1 C C Branch1 C C =N Ring1 =Branch1
210,C C C N Branch2 Ring1 #Branch2 C C C C Branch1 Ring1 C #N Branch1 N C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring1 #C C C C Ring2 Ring1 Branch1 Branch1 =Branch1 C =Branch1 C =O O C =C C =C C =C Ring1 =Branch1
5156,C C C C C C =C C =C Branch1 #Branch2 O S =Branch1 C =O =Branch1 C =O O C =C Ring1 O C C C Ring1 #C C Ring2 Ring1 Ring1 C C C Ring2 Ring1 =Branch1 =O
2820,C C Branch1 C C N C C@H1 Branch1 C O C O C =C C =C C NH1 C =C C Ring1 =Branch2 =Ring1 Branch1
74,C O C =C C =C N =C Ring1 =Branch1 C C C C N C =N C =C Branch1 =N C C =C C =C C Branch1 C C =N Ring1 #Branch1 C =Branch1 C =O NH1 Ring1 #C
4652,O =C C C C C C C =C C =C C Branch1 C O =C Ring1 #Branch1 C Ring1 O Branch1 N C C N Ring1 =N C C C C Ring1 Ring1 C Ring2 Ring1 =Branch1
3478,C O C =C C =C C =C Ring1 =Branch1 O C C@H1 Branch1 C O C O C Branch1 C N =O
3333,C O /N =C Branch2 Ring2 P \C =Branch1 C =O N C C =Branch1 C =O N C Branch1 S C =Branch1 C =O O C@@H1 Branch1 C C O C Branch1 C C =O =C Branch1 Branch2 C O C Branch1 C N =O C S C@@H1 Ring2 Ring1 #Branch1 Ring2 Ring1 Ring2 C =C C =C O Ring1 Branch1
5512,C O C =C Branch1 C C C =C Branch2 Ring1 Branch1 C Branch1 C O =C Ring1 Branch2 C /C =C Branch1 C \C C C C =Branch1 C =O O C =Branch1 C =O O C Ring2 Ring1 C
2155,C N+1 Branch1 C C C C C Branch2 Ring1 O O C =Branch1 C =O C Branch1 C O Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C C C C C Ring1 Branch1 C Ring2 Ring1 =Branch1
6777,O C@H1 Branch2 Ring2 =Branch2 C C C N C C C =C Branch2 Ring1 #Branch2 C =C C Branch1 C F =C C =C Ring1 #Branch1 N Ring1 #Branch2 C =C C =C Branch1 C F C =C Ring1 #Branch1 C Ring2 Ring1 Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1
6644,C C@ C =C C =Branch1 C =O C =C Ring1 #Branch1 C C C@@H1 C@@H1 Ring1 O C@@H1 Branch1 C O C C@ Branch1 C C C@H1 Ring1 Branch2 C C C@@ Ring1 =Branch1 Branch1 C O C =Branch1 C =O C O
3269,C N C =Branch1 C =O O C@@H1 O C =Branch1 C =O C Branch1 C C C C =C C Branch1 Ring2 C Ring1 Branch1 C@H1 Ring1 N Ring1 Branch2
457,C C Branch1 C C Branch1 N C =C C =C Branch1 C O C =C Ring1 #Branch1 C =C C =C Branch1 C O C =C Ring1 #Branch1
7635,N C C@H1 O C@@H1 Branch2 Ring2 S O C@H1 C@H1 Branch1 C N C C@@H1 Branch1 =Branch2 N C Branch1 Ring1 C O C O C@@H1 Branch2 Ring1 Branch1 O C@H1 O C@@H1 Branch1 Ring1 C O C@H1 Branch1 C O C@H1 Branch1 C N C@@H1 Ring1 #Branch2 O C@@H1 Ring2 Ring1 =Branch2 O C@H1 Branch1 C N C@H1 Branch1 C O C@@H1 Ring2 Ring2 Ring1 O
2556,O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C@@ C C C C C@@ Ring1 =Branch1 Branch1 C O C@@H1 Branch1 Ring2 C Ring1 N N Branch1 Branch2 C C C C C Ring1 Ring2 C C Ring1 P
1541,C C C C N =C Branch1 =N C =C C Branch1 C Cl =C C =C Ring1 #Branch1 O C =C C =C C =C Ring1 =Branch1 Cl
579,Cl /C =C /Cl
1222,C C Branch1 C C Branch1 C C C =Branch1 C =O O C N =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C Branch1 C Cl =C C =C Ring1 #Branch1 N C Ring2 Ring1 C =O
6825,C #C C@@ Branch1 C O C C C@@H1 C@@H1 C C C =C C =Branch1 C =O C C C@@H1 Ring1 #Branch1 C@@H1 Ring1 O C C C@@ Ring1 #C Ring2 Ring1 Ring1 C
5185,C C C C =Branch1 C =O N C =C Branch1 C I C =C Branch1 C I C Branch1 N C C Branch1 Ring1 C C C =Branch1 C =O O =C Ring1 #C I
4878,C O /N =C Branch2 Ring2 =C \C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 #C C N+1 =C C =C Branch1 C N N Ring1 =Branch1 C C O C S C@H1 Ring2 Ring1 =Branch1 Ring2 Ring1 Ring1 C =C S C Branch1 C N =N Ring1 =Branch1
2672,C =C C N C C C C =C C =C C Branch1 #Branch1 O C Branch1 C C =O =C Ring1 #Branch2 O C@@H1 Ring1 =N C Branch1 #Branch1 O C Branch1 C C =O C =C C@@H1 Ring2 Ring1 Branch1 C Ring2 Ring1 =Branch2 C Ring2 Ring1 Branch1
993,C N Branch1 C C C C /C =C \C =C C =C C =C Ring1 =Branch1 C O C =C C =C C =C Ring1 =Branch1 Ring1 #C
7534,C C@H1 C C@H1 C@H1 C C C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@@ Ring1 N Branch1 C F C@H1 Branch1 C O C C@@ Ring2 Ring1 C Branch1 C C C@@ Ring2 Ring1 =Branch1 Branch1 C C C =Branch1 C =O C O
5575,C /C =C Branch1 P C =Branch1 Ring1 =C /C \C =C C =C Branch1 C O C =C Ring1 #Branch1 /C =C C =C Branch1 C O C =C Ring1 #Branch1
731,C C =N C =C C Branch2 Ring1 Ring1 C N C C C C N C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 =C Branch1 #Branch1 O C Branch1 C C C C =C Ring2 Ring1 Branch2 S Ring2 Ring1 O
1576,C C Cl
6575,C C@@H1 C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 =N C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Branch1 C C C@ Ring2 Ring1 =Branch1 Branch1 C O C =Branch1 C =O C O
432,C C N C =C Branch1 =Branch1 C =Branch1 C =O O C =Branch1 C =O C =C C Branch1 C F =C Branch1 N N C C N Branch1 C C C C Ring1 #Branch1 C =C Ring1 =C Ring2 Ring1 =Branch1
4732,C C =Branch1 C =O C@H1 C C C@H1 C@@H1 C C =C C C@@H1 Branch1 =N O C =Branch1 C =O C C C =Branch1 C =O O C C C@ Ring1 =C Branch1 C C C@H1 Ring2 Ring1 Ring1 C C C@ Ring2 Ring1 #Branch2 Ring2 Ring1 #Branch1 C
236,C C C Branch1 C C N N =C N Branch2 =Branch1 #Branch1 C =C C =C Branch2 Branch1 O N C C N Branch2 Ring2 #C C =C C =C Branch2 Ring2 Ring1 O C C C O C Branch1 =Branch2 C N C =N C =N Ring1 Branch1 Branch1 =N C =C C =C Branch1 C Cl C =C Ring1 #Branch1 Cl O Ring2 Ring1 Ring1 C =C Ring2 Ring1 O C C Ring2 Ring1 P C =C Ring2 Ring2 #Branch1 C Ring2 Ring2 N =O
2081,C O C =C C =C C =C Ring1 =Branch1 N C C N Branch2 Ring1 Branch2 C C C O C =Branch1 C =O NH1 C =Ring1 =Branch1 C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 Branch1
1481,C C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 N C =Branch1 C =O N Branch1 C C C Ring1 =N =O
7720,C /C =Branch1 O =C \C Branch1 C N C =Branch1 C =O O C P =Branch1 C =O Branch1 C O O
2412,O =C Branch1 C O C C C C C C N C C =C C =C C =C Ring1 =Branch1 C C C =C C =C C =C Ring1 =Branch1 Ring1 #C
4736,C C =Branch1 C =O C =C C =C Branch2 Ring1 Ring2 C@@H1 Branch1 C O C@@H1 Branch1 Ring1 C O N C =Branch1 C =O C Branch1 C Cl Cl C =C Ring1 P
6731,O =C Branch1 =Branch2 C C =C C =C S Ring1 Branch1 N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 #Branch2 C N C =C C C =C Ring1 =Branch1 C S C@@H1 Ring2 Ring1 Ring1 Ring1 S
2987,C C C C C N Branch1 #Branch1 C C C C Ring1 Ring1 C@@H1 Branch1 #C C C =C C =C Branch1 C O C =C Ring1 #Branch1 Ring1 P C Ring2 Ring1 C Branch1 C C C
6481,C O C@@H1 /C =C /O C@@ Branch1 C C O C =C Branch1 C C C Branch1 C O =C C Branch1 C O =C Branch2 Ring2 =Branch2 C Branch2 Ring1 Ring2 /C =N /N C C N Branch1 Branch2 C C C C C Ring1 Branch1 C C Ring1 O =C Branch1 C O C Ring2 Ring1 Branch1 =C Ring2 Ring1 O C Ring2 Ring1 #C =O N C =Branch1 C =O /C Branch1 C C =C \C =C /C@@H1 Branch1 C C C@H1 Branch1 C O C@H1 Branch1 C C C@@H1 Branch1 C O C@H1 Branch1 C C C@H1 Branch1 #Branch1 O C Branch1 C C =O C@@H1 Ring2 Branch1 N C
743,F C Branch1 C F Branch1 C F C C Branch1 C Cl Br
7040,C C Branch1 C C C@H1 C C C@@ Ring1 =Branch1 Branch1 C C C =Branch1 C =O C Ring1 Branch2
256,O C =C C =C C Branch2 Ring2 Branch2 C =C C =C C =C Branch1 C O C =C C Ring1 #Branch1 =C Ring1 O O C =C C =C Branch1 N O C C N C C C C C Ring1 =Branch1 C =C Ring1 #C =C Ring2 Ring1 P
780,C #C C Branch1 C O C C C C C Branch1 C C C C =C Branch1 #Branch2 C C C =Branch1 C =O C Ring1 #Branch1 C Ring1 N C C C Ring1 S Ring2 Ring1 Ring2
4051,C C =C C =C Branch2 Ring1 Branch1 C@@H1 Branch1 C C N C =Branch1 C =O C C S C =C C =C C =C Ring1 =Branch1 C =C Ring2 Ring1 Ring2 C
2217,C C =N C =C Branch2 Ring1 Branch1 C S S C C =C N =C Branch1 C C C Branch1 C O =C Ring1 Branch2 C O C Branch1 Ring1 C O =C Ring2 Ring1 =Branch1 O
5635,C C Branch1 C C O C =Branch1 C =O C C C /C =C /C C C Branch1 C O C C Branch1 C O C Ring1 #Branch1 C C C Branch1 C O C C C =C C =C C =C Ring1 =Branch1
2172,C C =C C Branch1 C Br =C C Branch1 =Branch1 C Branch1 C N =O =C Ring1 #Branch2 O
4916,C S C =Branch1 C =O C@@ Branch1 C O C@@H1 Branch1 C C C C@H1 C@@H1 C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 N Branch1 C F C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 #Branch1 C
4973,C C =N N =C Branch2 Ring2 P S C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C@@H1 Branch2 Ring1 Branch1 N C =Branch1 C =O C@H1 Branch1 C N C =C C =C Branch1 C O C =C Ring1 #Branch1 C@H1 Ring1 P S C Ring2 Ring1 Branch2 S Ring2 Ring1 #C
6553,C S C C C@@H1 Branch1 #Branch1 N C Branch1 C C =O C =Branch1 C =O O C =C C =C Branch1 #Branch1 N C Branch1 C C =O C =C Ring1 #Branch2
6079,C C Branch1 C C Branch1 C C N C C@@H1 Branch1 C O C O C =C C =C C =C Ring1 =Branch1 C C@H1 Branch1 C O C@@H1 Branch1 C O C Ring1 Branch2
5034,C N C@H1 Branch1 #Branch1 C C Branch1 C C C C =Branch1 C =O N C@H1 C =Branch1 C =O N C@@H1 Branch1 #Branch1 C C Branch1 C N =O C =Branch1 C =O N C@H1 C =Branch1 C =O N C@H1 C =Branch1 C =O N C@H1 Branch2 Ring2 Branch2 C =Branch1 C =O N C@H1 Branch1 =Branch1 C =Branch1 C =O O C =C C Branch1 C O =C C Branch1 C O =C Ring1 Branch2 C =C C Ring2 Ring1 #Branch1 =C C =C Ring1 =Branch1 O C@H1 Branch1 C O C =C C =C Branch1 Branch2 C Branch1 C Cl =C Ring1 #Branch1 O C =C C Ring2 Ring2 N =C C =Branch2 Ring2 N =C Ring1 =Branch1 O C@@H1 O C@H1 Branch1 Ring1 C O C@@H1 Branch1 C O C@H1 Branch1 C O C@H1 Ring1 #Branch2 O C@@H1 C C@ Branch1 C C Branch1 C N C@@H1 Branch1 C O C@H1 Branch1 C C O Ring1 #Branch2 O C =C C =C Branch1 =Branch1 C =C Ring1 =Branch1 Cl C@H1 Ring2 #Branch1 #Branch2 O
7589,C C =C N Branch1 N C@H1 C =C C@H1 Branch1 Ring1 C O O Ring1 #Branch1 C =Branch1 C =O N =C Ring1 =C N
5686,C C C C C C C N Branch1 C C C =C C =C C =C Ring1 =Branch1 C Ring1 #Branch2 C C Branch1 Branch2 C Ring1 S C Ring1 Branch1 O N Ring1 P C Ring2 Ring1 Branch1 O
7387,C O C@@ C C C@@ Branch2 Ring1 Ring2 C C@H1 Ring1 =Branch1 C@@ Branch1 C C Branch1 C O C Branch1 C C Branch1 C C C C@H1 C C =C C =C Branch1 C O C =C Ring1 #Branch1 C@ Ring2 Ring1 Ring2 Branch1 N C C N Ring1 =N C C C C Ring1 Ring1 C@@H1 Ring2 Ring1 #C O Ring1 N
6578,C C@@H1 O C@@H1 Branch2 #Branch1 O O C@@H1 /C =C \C =C \C =C \C =C \C =C /C =C /C =C /C@H1 Branch1 C C C@@H1 Branch1 C O C@H1 Branch1 C C C@@H1 Branch1 C C O C =Branch1 C =O C C@@H1 Branch1 C O C C@H1 Branch1 C O C C@H1 Branch1 C O C C C@H1 Branch1 C O C@@H1 Branch1 C O C C@@ Branch1 C O C C@H1 Branch1 C O C@H1 Branch1 =Branch1 C =Branch1 C =O O C@H1 Branch1 Branch1 C Ring2 Branch1 Branch1 O Ring1 N C@H1 Branch1 C O C@@H1 Branch1 C N C@@H1 Ring2 Branch1 #C O
6412,C N C@H1 Branch1 =C C C@@H1 Branch1 C O C =C C =C C =C Ring1 =Branch1 C C C C@@H1 Ring1 #C C C =Branch1 C =O C =C C =C C =C Ring1 =Branch1
6828,C #C C@@ Branch1 C O C C C@@H1 C@@H1 C C C@@H1 C C =Branch1 C =O C C C Ring1 #Branch1 =C Ring1 O C@H1 Branch1 S C =C C =C Branch1 =Branch1 N Branch1 C C C C =C Ring1 =Branch2 C C@@ Ring2 Ring1 Branch2 Ring2 Ring1 N C
2586,C C Branch1 C C Branch1 C C N C C Branch1 C O C =C C Branch1 C O =C C Branch1 C O =C Ring1 Branch2
435,N C =N C C C =C C =C C =C Ring1 =Branch1 C C =C C =C C =C Ring1 =Branch1 N Ring2 Ring1 C Ring1 #C
7194,C C C@@H1 Branch1 #Branch2 O C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N C@H1 C =Branch1 C =O N C@H1 Ring1 Branch1 S C Branch1 C C Branch1 C C C@H1 Ring1 #Branch1 C =Branch1 C =O O
4426,C C O C =C C =C C =C Ring1 =Branch1 O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C C N C C O Ring1 =Branch1
4278,C C C C C =Branch1 C =O C =C Ring1 #Branch1 C C C C Ring1 O C Branch1 C O C C Branch1 C C C Ring1 Branch2 C C C Ring1 =Branch1 Branch1 C O C =Branch1 C =O C O
4805,C C C C O C =Branch1 C =O C =Branch1 C =O C@H1 C@H1 Branch1 C C C C C C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C Ring1 =N C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 =Branch1 C
2335,N S =Branch1 C =O =Branch1 C =O C C =N O C =C C =C C =C Ring1 =Branch2 Ring1 =Branch1
7066,C C C =Branch1 C =O O C@H1 C@@H1 Branch2 =Branch1 #C O C@@H1 C@@H1 Branch1 C C C@H1 Branch2 Ring1 #Branch1 O C@H1 C C@@ Branch1 C C Branch1 Ring1 O C C@H1 Branch1 C O C@H1 Branch1 C C O Ring1 O C@@H1 Branch1 C C C =Branch1 C =O O C@H1 Branch1 Ring1 C C C@ Branch1 C C Branch1 C O C@@H1 Branch1 C O C@@H1 Branch1 C C C =Branch1 C =O C@@H1 Branch1 C C C C@ Ring2 Ring2 Branch1 Branch1 C C O O C@H1 Branch1 C C C C@H1 Ring2 Ring2 #C N Branch1 C C C
7674,O =C C N Branch1 P /N =C \C =C C =C Branch1 =Branch1 N+1 =Branch1 C =O O-1 O Ring1 Branch2 C =Branch1 C =O N Ring1 S
2106,C C@@H1 C C@H1 C C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C Ring1 #Branch1 Branch1 C C C@@ Ring1 =N Branch1 C F C@@H1 Branch1 C O C C Ring2 Ring1 Ring1 Branch1 C C C@@ Ring2 Ring1 #Branch1 Branch1 C O C =Branch1 C =O C O C =Branch1 C =O C Branch1 C C Branch1 C C C
6941,C C =Branch1 C =O C@H1 C C C@H1 C@H1 C C C@H1 C C@H1 Branch1 C O C C C@@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 N C C C@@ Ring2 Ring1 Ring1 Ring1 S C
6740,O =C C C C =Branch1 C =O N Ring1 =Branch1 C C@@H1 C C C@H1 C N Branch1 =Branch2 C =N C =C C =N Ring1 =Branch1 C C N Ring1 N C Ring1 S
2497,O =C NH1 C =C C Branch1 C Cl =C Branch1 C Cl C Branch1 =Branch1 N+1 =Branch1 C =O O-1 =C Ring1 O NH1 C Ring1 #C =O
4609,F C =C C =C Branch2 Ring1 #Branch2 C C C N C C Ring1 =Branch1 C O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 O C O Ring1 =Branch1 C =C Ring2 Ring1 #Branch1
6754,O =C N Branch2 Ring1 =Branch2 C C C N C C N Branch1 N C =C C =C C Branch1 C Cl =C Ring1 #Branch1 C C Ring1 =N N C@H1 C =C C =C N Ring2 Ring1 =Branch2 Ring1 =Branch1
7553,C C@H1 C C@H1 C@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C =C C@@ Ring1 #Branch1 Branch1 C C C@H1 Ring1 =N C@H1 Branch1 C O C C@@ Ring2 Ring1 C Branch1 C C C@H1 Ring2 Ring1 =Branch1 C =Branch1 C =O C O
6547,C O C =C C =C C =C Ring1 =Branch1 O C C@H1 C N C =Branch1 C =O O Ring1 =Branch1
2747,C C =Branch1 C =O O C C =C O C@@H1 Branch1 N O C =Branch1 C =O C C Branch1 C C C C@H1 C Ring1 =N =C C@H1 Branch1 N O C =Branch1 C =O C C Branch1 C C C C Ring1 N C O Ring1 Ring1
2874,C C Branch1 C C S C@H1 C Branch2 Ring2 =Branch1 N C =Branch1 C =O C@@H1 Branch2 Ring1 Branch1 C =Branch1 C =O O C =C C =C C =Branch1 Ring2 =C Ring1 =Branch1 C C C Ring1 =Branch1 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N Ring2 Ring1 O C@H1 Ring2 Ring1 #C C =Branch1 C =O O
7710,O C@ Branch1 O C C N C C C C C Ring1 =Branch1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C C C C C C Ring1 =Branch1
768,F C =C C =C Branch2 Ring1 =Branch2 C N C Branch1 =Branch2 C@@H1 C C C N C Ring1 =Branch1 =N C =C C =C C =C Ring1 =Branch1 Ring1 #C C =C Ring2 Ring1 =Branch1
6799,C C C N C C@@H1 Branch1 Ring2 C S C C C C =C C =C C NH1 C =C Branch1 =Branch1 C Ring1 =Branch2 =Ring1 Branch1 C C@@H1 Ring1 N Ring2 Ring1 Ring1
6765,O C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C@H1 C C C C N Ring1 =Branch1
5367,N C C N C C N C C N
7243,C C C@ Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 O C C@H1 Branch1 =Branch2 C@H1 C C C C N Ring1 =Branch1 O Ring1 P
3732,O =C Branch1 C O C O C C N C C N Branch2 Ring1 #Branch1 C@@H1 Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C C =C Branch1 C Cl C =C Ring1 #Branch1 C C Ring2 Ring1 Ring2
5393,O =C Branch1 C O C C C =Branch1 C =O C =C C =C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =C Ring1 N
6545,C O C =C C =C C =C Ring1 =Branch1 N C C N Branch2 Ring1 Ring1 C C C C@@H1 Branch1 C O C =C C =C Branch1 C F C =C Ring1 #Branch1 C C Ring2 Ring1 C
492,C C C Branch1 =Branch2 C =C C =C C =C Ring1 =Branch1 C =Branch1 C =O N C N C Ring1 =N =O
3906,C O C =Branch1 C =O C C@@H1 Branch2 Ring2 Branch2 C =C Branch1 C O C =Branch1 C =O C Branch2 Ring1 C C@@H1 Branch1 Branch2 C C =Branch1 C =O O C C C =C S C =Ring1 Branch1 =C Branch1 C O C Ring2 Ring1 Ring2 =O C C =C S C =Ring1 Branch1
6727,N C =N C Branch2 Ring2 =Branch1 /C =Branch1 Branch2 =C \C C =Branch1 C =O O C =Branch1 C =O N C@@H1 C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C C S C@@H1 Ring1 N Ring1 =Branch2 =C S Ring2 Ring1 #Branch2
340,Cl C Cl
2857,C C Branch1 C C O C@H1 C C@H1 C@@H1 C C@H1 Branch1 C F C =C C =Branch1 C =O C C C Ring1 #Branch1 Branch1 C C C@H1 Ring1 =N C@@H1 Branch1 C O C C Ring2 Ring1 C Branch1 C C C Ring2 Ring1 =Branch1 Branch1 #Branch1 C =Branch1 C =O C O O Ring2 Ring1 =C
7596,C C O C =Branch1 C =O O C =Ring1 =Branch1 C O C =Branch1 C =O C@H1 N C =Branch1 C =O C@@H1 Branch2 Ring1 C N C =Branch1 C =O C@H1 Branch1 C N C =C C =C C =C Ring1 =Branch1 C@H1 Ring1 S S C Ring2 Ring1 Ring1 Branch1 C C C
4716,C C =Branch1 C =O O C C =C Branch1 =Branch1 C =Branch1 C =O O N C =Branch1 C =O C Branch2 Ring1 C N C =Branch1 C =O C C C C Branch1 C N C =Branch1 C =O O C Ring1 S S C Ring2 Ring1 #Branch1
4725,C C =Branch1 C =O C@@ Branch1 C O C@@H1 Branch1 C C C C C C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Branch1 C C C@@ Ring1 N Branch1 C F C@@H1 Branch1 C O C C@@ Ring2 Ring1 C Ring2 Ring1 #Branch1 C
5903,N C C C =C N =C NH1 Ring1 Branch1
3547,C C@H1 Branch1 C O C C =Branch1 C =O N C Branch1 =Branch1 C =Branch1 C =O O =C Branch1 N S C@H1 C C S+1 Branch1 C O-1 C Ring1 =Branch1 S C@@H1 Ring2 Ring1 C Ring1 #C
7502,C C@@ C C@H1 Branch1 C Cl C@@ Branch1 C Cl C@@H1 Branch1 P C C C =C C =Branch1 C =O C =C C@ Ring1 #Branch1 Ring1 N C C@H1 Ring2 Ring1 C C C C@@ Ring2 Ring1 Branch1 Branch1 C O C =Branch1 C =O C O
573,N N
5259,C N Branch2 Ring1 #Branch2 C C O C =C C =C Branch1 =N C C S C =Branch1 C =O N C Ring1 =Branch1 =O C =C Ring1 =C C =C C =C C =N Ring1 =Branch1
